Onglet;Domaine;Sous Domaine;Indicateur;Champs;Formule
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des femmes par CSP;Agent de Maitrise;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Agent de maitrise
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des hommes par CSP;Technicien;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Technicien
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des femmes par CSP;Technicien;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Technicien
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des hommes par CSP;Ouvrier;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Ouvrier
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des femmes par CSP;Ouvrier;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Ouvrier
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des hommes par CSP;Employé;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Employé
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des femmes par CSP;Employé;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Employé
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des hommes par CSP;Cadre;Moyenne du salaire mensuel brut par structure dont la CSP est Cadre et sexe est homme
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des femmes par CSP;Cadre;Moyenne du salaire mensuel brut par structure dont la CSP est Cadre et sexe est femme 
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des hommes par CSP;Agent de Maitrise;Moyenne du salaire mensuel brut par structure dont la CSP est Agent de maitrise et sexe est homme
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des femmes par CSP;Agent de Maitrise;Moyenne du salaire mensuel brut par structure dont la CSP est Agent de maitrise et sexe est femme 
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des hommes par CSP;Technicien;Moyenne du salaire mensuel brut par structure dont la CSP est Technicien et sexe est homme
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des femmes par CSP;Technicien;Moyenne du salaire mensuel brut par structure dont la CSP est Technicien et sexe est femme 
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des hommes par CSP;Employé;Moyenne du salaire mensuel brut par structure dont la CSP est Employé et sexe est homme
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des femmes par CSP;Employé;Moyenne du salaire mensuel brut par structure dont la CSP est Employé et sexe est femme 
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des hommes par CSP;Ouvrier;Moyenne du salaire mensuel brut par structure dont la CSP est Ouvrier et sexe est homme
Effectifs;Rémunérations et déroulement de carrière;Rémunérations;Rémunération moyenne ou médiane mensuelle des femmes par CSP;Ouvrier;Moyenne du salaire mensuel brut par structure dont la CSP est Ouvrier et sexe est femme 
Effectifs;Effectif;Evolution des effectifs;Nombre de salariés titulaires d'un contrat de travail;A durée indéterminée;Nombre matricule par structure dont le type de contrat est CDI
Effectifs;Effectif;Evolution des effectifs;Nombre de salariés titulaires d'un contrat de travail;A durée déterminée;Nombre matricule par structure dont le type de contrat est CDD
Effectifs;Effectif;Salariés temporaires et extèrieurs;Contrats d’insertion et de formation en alternance ouverts aux jeunes de moins de vingt-six ans;Contrats d’insertion et de formation en alternance ouverts aux jeunes de moins de vingt-six ans;Nombre matricule par structure dont le type de contrat est alternance (contrat d'apprentissage) et la différence entre la date de naissance et l'année de référence est infèrieur ou égal à 26 ans
Effectifs;Rémunérations salariales;Charge salariale globale;Frais de personnel;Frais de personnel;Nombre salaire mensuel brut par structure
